ObsID,National_Station_Identifier,StationName,Provider ID,Country code,StationLon,StationLat,Height,DrainingArea.km2.Provider,River,Catchment,EC_Catchments,Calibration ID,DrainingArea.km2.LDD,LisfloodX,LisfloodY,RealTime,PostProcess,FixedRepPoint,LSFCalib,HasWL,HasD,Alive,HasRTWL,HasRTD,HasHWL,HasHD,Exclude,EC_calib,CAL_TYPE,ModelFile,MdlStep,version__origin__name,version__version,station_id,drainage_area,lon_provided,lat_provided,drainage_area_provided,to_calibrate,valid_for_origin,legend,comments
14216,149190050,RAJCZA,1024,PL,19.116393,49.513999,482.106,253.91,SoÅa,Vistula,Vistula,,261.965072,19.10833,49.50833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14216,,,,,,,,
14217,149190080,CIĘCINA,1024,PL,19.148896,49.624667,383.276,413.63,SoÅa,Vistula,Vistula,,416.1504,19.14167,49.625,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14217,,,,,,,,
14218,149190150,PEWEL MAŁA,1024,PL,19.305618,49.658652,405.239,204.71,Koszarawa,Vistula,Vistula,,212.121056,19.30833,49.65833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14218,,,,,,,,
14219,149190260,OSIELEC,1024,PL,19.739257,49.683379,393.762,243.1,Skawa,Vistula,Vistula,,232.121152,19.74167,49.69167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14219,,,,,,,,
14220,149190210,SUCHA BESKIDZKA,1024,PL,19.608556,49.739345,324.177,466.02,Skawa,Vistula,Vistula,,593.276672,19.60833,49.74167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14220,,,,,,,,
14221,149190160,RUDZE,1024,PL,19.442561,49.961601,230.942,152.38,WieprzÃ³wka,Vistula,Vistula,,162.169728,19.44167,49.95833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14221,,,,,,,,
14222,149190270,RADZISZÓW,1024,PL,19.808936,49.93998,213.631,317.68,Skawinka,Vistula,Vistula,,326.452,19.80833,49.94167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14222,,,,,,,,
14223,150190310,BALICE,1024,PL,19.806799,50.093099,216.437,283.09,Rudawa,Vistula,Vistula,,291.470144,19.80833,50.09167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14223,,,,,,,,
14224,149200060,MSZANA DOLNA,1024,PL,20.059151,49.658126,394.76,157.52,Raba,Vistula,Vistula,,169.76024,20.05833,49.65833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14224,,,,,,,,
14225,149200040,KASINKA MAŁA,1024,PL,20.03263,49.704643,357.071,353.1,Raba,Vistula,Vistula,,350.550208,20.04167,49.69167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14225,,,,,,,,
14226,149200080,MSZANA DOLNA,1024,PL,20.079316,49.674836,391.937,166.64,Mszanka,Vistula,Vistula,,169.641728,20.075,49.675,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14226,,,,,,,,
14227,150200070,BISKUPICE,1024,PL,20.499294,50.177491,180.742,689.66,Szreniawa,Vistula,Vistula,,691.688064,20.49167,50.175,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14227,,,,,,,,
14228,150200140,BORZĘCIN,1024,PL,20.705668,50.064888,187.242,260.65,Uszwica,Vistula,Vistula,,270.725536,20.70833,50.05833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14228,,,,,,,,
14229,149200030,NOWY TARG,1024,PL,20.031039,49.484421,579.44,434.17,Dunajec,Vistula,Vistula,,437.339264,20.025,49.49167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14229,,,,,,,,
14230,149200020,SZAFLARY,1024,PL,20.024837,49.424185,635.561,209.75,BiaÅy Dunajec,Vistula,Vistula,,208.933024,20.025,49.425,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14230,,,,,,,,
14231,149200110,TRYBSZ 2,1024,PL,20.117633,49.417877,639.45,201.22,BiaÅka,Vistula,Vistula,,222.527024,20.125,49.425,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14231,,,,,,,,
14232,149200290,MUSZYNA-MILIK,1024,PL,20.885239,49.349931,440.532,1698.94,Poprad,Vistula,Vistula,,1710.580736,20.875,49.34167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14232,,,,,,,,
14233,149200200,JAKUBKOWICE,1024,PL,20.629942,49.739391,246.446,346.48,Åososina,Vistula,Vistula,,343.108768,20.625,49.74167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14233,,,,,,,,
14234,149200310,GRYBÓW,1024,PL,20.945815,49.623761,320.684,206.64,BiaÅa,Vistula,Vistula,,214.718368,20.94167,49.625,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14234,,,,,,,,
14235,149200330,CIĘŻKOWICE,1024,PL,20.973728,49.792217,238.628,523.89,BiaÅa,Vistula,Vistula,,546.752896,20.975,49.79167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14235,,,,,,,,
14236,149200320,KOSZYCE WIELKIE,1024,PL,20.949447,49.997248,189.849,954.41,BiaÅa,Vistula,Vistula,,957.388544,20.95833,49.99167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14236,,,,,,,,
14237,150200010,MNISZEK,1024,PL,20.28497,50.727456,217.837,439.51,Nida,Vistula,Vistula,,456.274304,20.29167,50.725,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14237,,,,,,,,
14238,150200030,BRZEGI,1024,PL,20.413764,50.742014,205.324,2269.12,Nida,Vistula,Vistula,,2289.275392,20.40833,50.74167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14238,,,,,,,,
14239,150200020,BOCHENIEC,1024,PL,20.311802,50.802425,216.282,293.95,Wierna Rzeka,Vistula,Vistula,,308.59232,20.30833,50.80833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14239,,,,,,,,
14240,150200160,DALESZYCE,1024,PL,20.81309,50.800894,250.594,154.71,Czarna Nida,Vistula,Vistula,,152.407072,20.825,50.80833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14240,,,,,,,,
14241,150200120,MORAWICA,1024,PL,20.616586,50.750194,223.446,760.04,Czarna Nida,Vistula,Vistula,,762.590976,20.60833,50.74167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14241,,,,,,,,
14242,150200090,SŁOWIK,1024,PL,20.536007,50.832791,230.935,304.81,Bobrza,Vistula,Vistula,,315.005824,20.54167,50.825,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14242,,,,,,,,
14243,150200050,MICHAŁÓW,1024,PL,20.456303,50.491641,191.6,552.95,Mierzawa,Vistula,Vistula,,545.47264,20.45833,50.49167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14243,,,,,,,,
14244,150210010,RAKÓW,1024,PL,21.028639,50.676014,219.147,214.53,Czarna,Vistula,Vistula,,231.33808,21.025,50.675,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14244,,,,,,,,
14245,150210030,MOCHA,1024,PL,21.080315,50.670524,216.729,188.36,Åagowianka,Vistula,Vistula,,198.484256,21.075,50.675,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14245,,,,,,,,
14246,149210090,KREMPNA-KOTAŃ,1024,PL,21.483034,49.515254,371.313,162.84,WisÅoka,Vistula,Vistula,,172.34088,21.475,49.525,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14246,,,,,,,,
14247,149210070,ŻÓŁKÓW,1024,PL,21.459241,49.730089,225.014,582.93,WisÅoka,Vistula,Vistula,,590.228864,21.45833,49.725,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14247,,,,,,,,
14248,149210050,KRAJOWICE,1024,PL,21.412528,49.772119,213.516,2094.08,WisÅoka,Vistula,Vistula,,2132.647552,21.40833,49.775,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14248,,,,,,,,
14249,149210040,ŁABUZIE,1024,PL,21.30977,49.987839,184.8,2550.72,WisÅoka,Vistula,Vistula,,2574.380032,21.30833,49.99167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14249,,,,,,,,
14250,150210130,PUSTKÓW,1024,PL,21.464987,50.143277,170.403,3512.6,WisÅoka,Vistula,Vistula,,3526.13248,21.45833,50.14167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14250,,,,,,,,
14251,149210060,TOPOLINY,1024,PL,21.443196,49.724859,224.913,973.11,Ropa,Vistula,Vistula,,970.54656,21.44167,49.725,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14251,,,,,,,,
14252,149210100,ZBOISKA,1024,PL,21.69831,49.574483,311.682,263.98,JasioÅka,Vistula,Vistula,,268.749824,21.69167,49.575,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14252,,,,,,,,
14253,149210080,JASŁO,1024,PL,21.473111,49.750226,220.657,512.19,JasioÅka,Vistula,Vistula,,534.037024,21.475,49.75833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14253,,,,,,,,
14254,150210110,GŁOWACZOWA,1024,PL,21.312549,50.049749,189.833,180.19,Grabinka,Vistula,Vistula,,181.361408,21.30833,50.04167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14254,,,,,,,,
14255,150210140,BRZEŹNICA,1024,PL,21.486864,50.106524,177.232,482.44,BrzeÅºnica,Vistula,Vistula,,484.906208,21.49167,50.10833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14255,,,,,,,,
14256,150210160,KOPRZYWNICA,1024,PL,21.573171,50.595801,149.016,500.15,Koprzywianka,Vistula,Vistula,,493.71904,21.575,50.59167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14256,,,,,,,,
14257,149220150,DWERNIK,1024,PL,22.632661,49.218631,512.091,417.8,San,Vistula,Vistula,,421.588256,22.64167,49.225,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14257,,,,,,,,
14258,149220190,PRZEMYŚL,1024,PL,22.767296,49.784799,190.521,3685.86,San,Vistula,Vistula,,3720.510464,22.775,49.79167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14258,,,,,,,,
14259,149220070,HOCZEW,1024,PL,22.328358,49.423986,331.058,169.06,Hoczewka,Vistula,Vistula,,172.896912,22.325,49.425,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14259,,,,,,,,
14260,149220020,SZCZAWNE,1024,PL,22.15034,49.40349,392.999,300.52,OsÅawa,Vistula,Vistula,,314.61744,22.14167,49.39167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14260,,,,,,,,
14261,149220050,ZAGÓRZ,1024,PL,22.268761,49.5134,299.073,502.8,OsÅawa,Vistula,Vistula,,505.136128,22.275,49.50833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14261,,,,,,,,
14262,149220160,RYBOTYCZE,1024,PL,22.638215,49.654526,286.966,167.83,Wiar,Vistula,Vistula,,167.469872,22.64167,49.65833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14262,,,,,,,,
14263,149220200,KRÓWNIKI,1024,PL,22.822946,49.767058,191.473,785.92,Wiar,Vistula,Vistula,,796.572032,22.825,49.775,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14263,,,,,,,,
14264,149220210,NIENOWICE,1024,PL,22.916815,49.937711,178.842,1188.17,Wisznia,Vistula,Vistula,,1239.4048,22.925,49.94167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14264,,,,,,,,
14265,150220140,CHARYTANY,1024,PL,22.938541,50.003252,183.038,754.63,SzkÅo,Vistula,Vistula,,756.0704,22.94167,50.00833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14265,,,,,,,,
14266,150220130,ZAPAŁÓW,1024,PL,22.890067,50.10063,187.387,857.52,LubaczÃ³wka,Vistula,Vistula,,877.18528,22.89167,50.09167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14266,,,,,,,,
14267,149210110,KROSNO,1024,PL,21.774746,49.693841,256.92,590.93,WisÅok,Vistula,Vistula,,585.676416,21.775,49.69167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14267,,,,,,,,
14268,149210130,ŻARNOWA,1024,PL,21.817525,49.877684,213.569,1432.68,WisÅok,Vistula,Vistula,,1400.27968,21.825,49.875,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14268,,,,,,,,
14269,150220080,TRYŃCZA,1024,PL,22.547087,50.162233,165.239,3514.8,WisÅok,Vistula,Vistula,,3488.638208,22.54167,50.15833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14269,,,,,,,,
14270,149210120,GODOWA,1024,PL,21.811575,49.848673,216.151,329,Stobnica,Vistula,Vistula,,327.343904,21.825,49.84167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14270,,,,,,,,
14271,150220060,GORLICZYNA,1024,PL,22.487183,50.085461,173.495,525.09,Mleczka,Vistula,Vistula,,545.404928,22.49167,50.09167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14271,,,,,,,,
14272,150220040,SARZYNA,1024,PL,22.347493,50.327186,162.379,249.72,TrzeboÅnica,Vistula,Vistula,,251.260752,22.34167,50.325,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14272,,,,,,,,
14273,150220160,OSUCHY,1024,PL,22.955119,50.39885,191.888,1041.32,Tanew,Vistula,Vistula,,1055.859392,22.95833,50.39167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14273,,,,,,,,
14274,150220050,HARASIUKI,1024,PL,22.474152,50.47743,164.678,2029.55,Tanew,Vistula,Vistula,,2046.33856,22.475,50.475,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14274,,,,,,,,
14275,150220110,BIŁGORAJ,1024,PL,22.715229,50.542152,191.138,226.49,Åada,Vistula,Vistula,,224.953856,22.70833,50.54167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14275,,,,,,,,
14276,150220020,RUDA JASTKOWSKA,1024,PL,22.13973,50.59745,153.227,648.99,Bukowa,Vistula,Vistula,,660.049856,22.14167,50.59167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14276,,,,,,,,
14277,151200100,BZIN,1024,PL,20.855612,51.103546,231.571,276.17,Kamienna,Vistula,Vistula,,285.834304,20.85833,51.10833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14277,,,,,,,,
14278,151210010,WĄCHOCK,1024,PL,21.018901,51.075847,211.606,475.89,Kamienna,Vistula,Vistula,,480.624064,21.025,51.075,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14278,,,,,,,,
14279,151210020,MICHAŁÓW,1024,PL,21.10117,51.011795,196.134,588.24,Kamienna,Vistula,Vistula,,586.852352,21.10833,51.00833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14279,,,,,,,,
14280,150230080,MICHALÓW,1024,PL,23.020548,50.734169,198.97,573.67,Wieprz,Vistula,Vistula,,566.679872,23.025,50.74167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14280,,,,,,,,
14281,150230040,KRASNYSTAW,1024,PL,23.176543,50.985244,174.023,3012.65,Wieprz,Vistula,Vistula,,3024.916224,23.175,50.99167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14281,,,,,,,,
14282,151230010,TRAWNIKI,1024,PL,23.001086,51.138743,164.731,3549.15,Wieprz,Vistula,Vistula,,3657.418752,23.00833,51.14167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14282,,,,,,,,
14283,150220120,ZAKŁODZIE,1024,PL,22.860099,50.757451,201.85,542.41,PÃ³r,Vistula,Vistula,,538.191552,22.85833,50.75833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14283,,,,,,,,
14284,151220100,SOBIANOWICE,1024,PL,22.688176,51.301579,157.84,1264.58,Bystrzyca,Vistula,Vistula,,1269.988736,22.69167,51.30833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14284,,,,,,,,
14285,151220080,TCHÓRZEW,1024,PL,22.556238,51.679126,130.644,2369.89,TyÅmienica,Vistula,Vistula,,2360.01664,22.54167,51.65833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14285,,,,,,,,
14286,150230070,GOZDÓW,1024,PL,23.807289,50.777535,180.802,1195.67,Huczwa,Vistula,Vistula,,1220.306688,23.80833,50.775,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14286,,,,,,,,
14287,152230070,MALOWA GÓRA,1024,PL,23.467393,52.103566,127.767,3053.84,Krzna,Vistula,Vistula,,3139.824384,23.475,52.10833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14287,,,,,,,,
14288,149220170,KROŚCIENKO,1024,PL,22.662763,49.473162,400.869,194.32,StrwiÄÅ¼,Dniester,Dnesstr,,192.732864,22.65833,49.475,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14288,,,,,,,,
14289,152150100,BLEDZEW,1024,PL,15.421044,52.517542,32.202,2609.84,Obra,Oder,Oder,,3416.91264,15.425,52.50833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14289,,,,,,,,
14290,151190060,BOBRY,1024,PL,19.405167,51.025144,205.635,1804.85,Warta,Oder,Oder,,1803.133312,19.40833,51.025,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14290,,,,,,,,
14291,152150230,CHEŁST,1024,PL,15.949229,52.829114,25.524,295.19,MiaÅa,Oder,Oder,,296.133856,15.94167,52.825,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14291,,,,,,,,
14292,152140100,DOLSK,1024,PL,14.843164,52.802824,44.039,728.82,MyÅla,Oder,Oder,,695.980736,14.84167,52.80833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14292,,,,,,,,
14293,153150100,DRAWNO,1024,PL,15.7639,53.217643,75.607,1265.3,Drawa,Oder,Oder,,1274.694912,15.75833,53.225,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14293,,,,,,,,
14294,153140090,GOLENIÓW,1024,PL,14.826843,53.562928,1.885,2132.15,Ina,Oder,Oder,,2175.76064,14.825,53.55833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14294,,,,,,,,
14295,152180020,GORYSZEWO,1024,PL,18.035367,52.626931,80.239,380.91,Panna,Oder,Oder,,376.787328,18.025,52.625,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14295,,,,,,,,
14296,151180070,GORZÓW ŚLĄSKI,1024,PL,18.434516,51.035141,187.941,164.53,Prosna,Oder,Oder,,156.205888,18.44167,51.04167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14296,,,,,,,,
14297,151180180,GRABNO,1024,PL,18.98516,51.458382,141.678,806.12,Grabia,Oder,Oder,,784.833792,18.975,51.475,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14297,,,,,,,,
14298,152180140,GRZEGORZEW,1024,PL,18.74282,52.200051,92.514,393.72,Rgilewka,Oder,Oder,,405.230944,18.74167,52.20833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14298,,,,,,,,
14299,153160200,GWDA WIELKA,1024,PL,16.793766,53.740145,132.092,442.78,Gwda,Oder,Oder,,424.067776,16.79167,53.74167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14299,,,,,,,,
14300,152160090,KOŚCIAN,1024,PL,16.644063,52.089951,64.386,1261.16,KanaÅ MosiÅski,Oder,Oder,,1277.237248,16.64167,52.09167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14300,,,,,,,,
14301,152180110,KOŚCIELEC,1024,PL,18.575382,52.17535,87.711,279.51,KieÅbaska,Oder,Oder,,296.84464,18.59167,52.15833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14301,,,,,,,,
14302,152160110,KOWANÓWKO,1024,PL,16.836734,52.668504,51.408,2605.43,WeÅna,Oder,Oder,,2636.18304,16.84167,52.675,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14302,,,,,,,,
14303,151180060,KRASZEWICE,1024,PL,18.225004,51.519257,125.359,241.17,ÅuÅ¼yca,Oder,Oder,,268.504224,18.24167,51.50833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14303,,,,,,,,
14304,151190010,KULE,1024,PL,19.048143,51.04289,184.907,1559.64,Liswarta,Oder,Oder,,1287.691392,19.05833,51.04167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14304,,,,,,,,
14305,151180030,KUŹNICA SKAKAWSKA,1024,PL,18.131761,51.279667,152.157,244.67,NiesÃ³b,Oder,Oder,,230.650368,18.14167,51.29167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14305,,,,,,,,
14306,151190030,ŁASK,1024,PL,19.12182,51.597043,163.88,472.99,Grabia,Oder,Oder,,480.4024,19.125,51.59167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14306,,,,,,,,
14307,150190200,LGOTA NADWARCIE,1024,PL,19.259473,50.618306,276.658,238.34,Warta,Oder,Oder,,243.01232,19.25833,50.625,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14307,,,,,,,,
14308,152140080,MACZKÓW,1024,PL,14.744417,52.274931,29.336,403.32,Ilanka,Oder,Oder,,345.532032,14.725,52.275,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14308,,,,,,,,
14309,151180040,MIRKÓW,1024,PL,18.15484,51.315493,144.74,1248.33,Prosna,Oder,Oder,,1217.365248,18.15833,51.30833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14309,,,,,,,,
14310,152160130,MOSINA,1024,PL,16.856419,52.24827,57.548,2493.06,KanaÅ MosiÅski,Oder,Oder,,1760.865664,16.84167,52.24167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14310,,,,,,,,
14311,151180090,NIECHMIRÓW,1024,PL,18.762221,51.388139,148.118,592.46,OleÅnica,Oder,Oder,,640.374592,18.75833,51.39167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14311,,,,,,,,
14312,150180210,NIWKI,1024,PL,18.662612,50.820915,231.676,215.87,Liswarta,Oder,Oder,,215.939952,18.675,50.825,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14312,,,,,,,,
14313,152180090,NOĆ KALINA,1024,PL,18.380554,52.438373,76.268,415.85,NoteÄ,Oder,Oder,,441.911104,18.39167,52.425,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14313,,,,,,,,
14314,151180010,OŁOBOK,1024,PL,18.068856,51.639405,109.35,446.29,OÅobok,Oder,Oder,,2319.931904,18.075,51.64167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14314,,,,,,,,
14315,152180030,PAKOŚĆ,1024,PL,18.093177,52.800016,72.865,1567.45,NoteÄ,Oder,Oder,,1442.174976,18.10833,52.79167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14315,,,,,,,,
14316,150190150,PORAJ,1024,PL,19.203906,50.673247,264.358,392.47,Warta,Oder,Oder,,400.40672,19.20833,50.675,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14316,,,,,,,,
14317,152180060,POSOKA,1024,PL,18.222408,52.203035,81.542,317.34,Powa,Oder,Oder,,281.896192,18.225,52.20833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14317,,,,,,,,
14318,153160210,PTUSZA,1024,PL,16.796453,53.366764,79.943,2066.82,Gwda,Oder,Oder,,2031.009792,16.80833,53.375,FALSE,FALSE,FALSE,,1,,0,0,,0,,0,,,,,EFAS,17,14318,,,,,,,,
14319,152160120,RYCZYWÓŁ,1024,PL,16.839429,52.81573,70.625,275.8,Flinta,Oder,Oder,,259.926048,16.84167,52.825,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14319,,,,,,,,
14320,152170120,SAMARZEWO,1024,PL,17.743003,52.223344,76.47,360.32,WrzeÅnica,Oder,Oder,,372.505376,17.74167,52.225,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14320,,,,,,,,
14321,153150010,STARGARD SZCZECIŃSKI,1024,PL,15.040964,53.35029,15.891,1798.88,Ina,Oder,Oder,,1851.380736,15.04167,53.35833,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14321,,,,,,,,
14322,151190020,SZCZERCÓW,1024,PL,19.113592,51.32823,160.222,720.26,Widawka,Oder,Oder,,742.477952,19.10833,51.325,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14322,,,,,,,,
14323,152170150,TRĄBCZYN,1024,PL,17.976244,52.138181,79.372,433.57,BawÃ³Å,Oder,Oder,,441.801024,17.99167,52.125,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14323,,,,,,,,
14324,151180150,WIDAWA,1024,PL,18.946624,51.438264,143.783,254.81,Nieciecz,Oder,Oder,,256.514592,18.94167,51.44167,FALSE,FALSE,FALSE,,1,1,0,0,0,0,0,0,,,,,EFAS,17,14324,,,,,,,,
